,sentence,table,location,month
4209,there are 0 confirmed cases in latvia in february.,total confirmed,latvia,february
4210,there are 0 total cases in latvia in february.,total confirmed,latvia,february
4211,there are 0 cases in latvia in february.,total confirmed,latvia,february
4212,there are 124 total confirmed cases in latvia in march.,total confirmed,latvia,march
4213,there are 124 confirmed cases in latvia in march.,total confirmed,latvia,march
4214,there are 124 total cases in latvia in march.,total confirmed,latvia,march
4215,there are 124 total confirmed cases in latvia .,total confirmed,latvia,march
4216,there are 124 cases in latvia in march.,total confirmed,latvia,march
4217,there are 124 confirmed cases in latvia .,total confirmed,latvia,march
4218,there are 124 total cases in latvia .,total confirmed,latvia,march
4219,there are 124 cases in latvia .,total confirmed,latvia,march
4220,there are 0 total confirmed cases in lebanon in january.,total confirmed,lebanon,january
4221,there are 0 confirmed cases in lebanon in january.,total confirmed,lebanon,january
4222,there are 0 total cases in lebanon in january.,total confirmed,lebanon,january
4223,there are 0 cases in lebanon in january.,total confirmed,lebanon,january
4224,there are 4 total confirmed cases in lebanon in february.,total confirmed,lebanon,february
4225,there are 4 confirmed cases in lebanon in february.,total confirmed,lebanon,february
4226,there are 4 total cases in lebanon in february.,total confirmed,lebanon,february
4227,there are 4 cases in lebanon in february.,total confirmed,lebanon,february
4228,there are 187 total confirmed cases in lebanon in march.,total confirmed,lebanon,march
4229,there are 187 confirmed cases in lebanon in march.,total confirmed,lebanon,march
4230,there are 187 total cases in lebanon in march.,total confirmed,lebanon,march
4231,there are 187 total confirmed cases in lebanon .,total confirmed,lebanon,march
4232,there are 187 cases in lebanon in march.,total confirmed,lebanon,march
4233,there are 187 confirmed cases in lebanon .,total confirmed,lebanon,march
4234,there are 187 total cases in lebanon .,total confirmed,lebanon,march
4235,there are 187 cases in lebanon .,total confirmed,lebanon,march
4236,there are 0 total confirmed cases in liberia in january.,total confirmed,liberia,january
4237,there are 0 confirmed cases in liberia in january.,total confirmed,liberia,january
4238,there are 0 total cases in liberia in january.,total confirmed,liberia,january
4239,there are 0 cases in liberia in january.,total confirmed,liberia,january
4240,there are 0 total confirmed cases in liberia in february.,total confirmed,liberia,february
4241,there are 0 confirmed cases in liberia in february.,total confirmed,liberia,february
4242,there are 0 total cases in liberia in february.,total confirmed,liberia,february
4243,there are 0 cases in liberia in february.,total confirmed,liberia,february
4244,there are 3 total confirmed cases in liberia in march.,total confirmed,liberia,march
4245,there are 3 confirmed cases in liberia in march.,total confirmed,liberia,march
4246,there are 3 total cases in liberia in march.,total confirmed,liberia,march
4247,there are 3 total confirmed cases in liberia .,total confirmed,liberia,march
4248,there are 3 cases in liberia in march.,total confirmed,liberia,march
4249,there are 3 confirmed cases in liberia .,total confirmed,liberia,march
4250,there are 3 total cases in liberia .,total confirmed,liberia,march
4251,there are 3 cases in liberia .,total confirmed,liberia,march
4252,there are 0 total confirmed cases in liechtenstein in january.,total confirmed,liechtenstein,january
4253,there are 0 confirmed cases in liechtenstein in january.,total confirmed,liechtenstein,january
4254,there are 0 total cases in liechtenstein in january.,total confirmed,liechtenstein,january
4255,there are 0 cases in liechtenstein in january.,total confirmed,liechtenstein,january
4256,there are 0 total confirmed cases in liechtenstein in february.,total confirmed,liechtenstein,february
4257,there are 0 confirmed cases in liechtenstein in february.,total confirmed,liechtenstein,february
4258,there are 0 total cases in liechtenstein in february.,total confirmed,liechtenstein,february
4259,there are 0 cases in liechtenstein in february.,total confirmed,liechtenstein,february
4260,there are 37 total confirmed cases in liechtenstein in march.,total confirmed,liechtenstein,march
4261,there are 37 confirmed cases in liechtenstein in march.,total confirmed,liechtenstein,march
4262,there are 37 total cases in liechtenstein in march.,total confirmed,liechtenstein,march
4263,there are 37 total confirmed cases in liechtenstein .,total confirmed,liechtenstein,march
4264,there are 37 cases in liechtenstein in march.,total confirmed,liechtenstein,march
4265,there are 37 confirmed cases in liechtenstein .,total confirmed,liechtenstein,march
4266,there are 37 total cases in liechtenstein .,total confirmed,liechtenstein,march
4267,there are 37 cases in liechtenstein .,total confirmed,liechtenstein,march
4268,there are 0 total confirmed cases in lithuania in january.,total confirmed,lithuania,january
4269,there are 0 confirmed cases in lithuania in january.,total confirmed,lithuania,january
4270,there are 0 total cases in lithuania in january.,total confirmed,lithuania,january
4271,there are 0 cases in lithuania in january.,total confirmed,lithuania,january
4272,there are 1 total confirmed cases in lithuania in february.,total confirmed,lithuania,february
4273,there are 1 confirmed cases in lithuania in february.,total confirmed,lithuania,february
4274,there are 1 total cases in lithuania in february.,total confirmed,lithuania,february
4275,there are 1 cases in lithuania in february.,total confirmed,lithuania,february
4276,there are 83 total confirmed cases in lithuania in march.,total confirmed,lithuania,march
4277,there are 83 confirmed cases in lithuania in march.,total confirmed,lithuania,march
4278,there are 83 total cases in lithuania in march.,total confirmed,lithuania,march
4279,there are 83 total confirmed cases in lithuania .,total confirmed,lithuania,march
4280,there are 83 cases in lithuania in march.,total confirmed,lithuania,march
4281,there are 83 confirmed cases in lithuania .,total confirmed,lithuania,march
4282,there are 83 total cases in lithuania .,total confirmed,lithuania,march
4283,there are 83 cases in lithuania .,total confirmed,lithuania,march
4284,there are 0 total confirmed cases in luxembourg in january.,total confirmed,luxembourg,january
4285,there are 0 confirmed cases in luxembourg in january.,total confirmed,luxembourg,january
4286,there are 0 total cases in luxembourg in january.,total confirmed,luxembourg,january
4287,there are 0 cases in luxembourg in january.,total confirmed,luxembourg,january
4288,there are 1 total confirmed cases in luxembourg in february.,total confirmed,luxembourg,february
4289,there are 1 confirmed cases in luxembourg in february.,total confirmed,luxembourg,february
4290,there are 1 total cases in luxembourg in february.,total confirmed,luxembourg,february
4291,there are 1 cases in luxembourg in february.,total confirmed,luxembourg,february
4292,there are 670 total confirmed cases in luxembourg in march.,total confirmed,luxembourg,march
4293,there are 670 confirmed cases in luxembourg in march.,total confirmed,luxembourg,march
4294,there are 670 total cases in luxembourg in march.,total confirmed,luxembourg,march
4295,there are 670 total confirmed cases in luxembourg .,total confirmed,luxembourg,march
4296,there are 670 cases in luxembourg in march.,total confirmed,luxembourg,march
4297,there are 670 confirmed cases in luxembourg .,total confirmed,luxembourg,march
4298,there are 670 total cases in luxembourg .,total confirmed,luxembourg,march
4299,there are 670 cases in luxembourg .,total confirmed,luxembourg,march
4300,there are 8 total confirmed cases in malaysia in january.,total confirmed,malaysia,january
4301,there are 8 confirmed cases in malaysia in january.,total confirmed,malaysia,january
4302,there are 8 total cases in malaysia in january.,total confirmed,malaysia,january
4303,there are 8 cases in malaysia in january.,total confirmed,malaysia,january
